question,answer
전술 턴제인데 감성 도트 느낌 나는 거 뭐 있었지,"Arco은(는) PC, 콘솔 플랫폼에서 플레이할 수 있는 픽셀 아트 턴제 전술 RPG 장르의 게임으로, 2025년에 출시되었습니다. 평점은 출시 예정이며, 리뷰에서는 ""Tactical combat with gorgeous visuals."" 라고 평가받았습니다. 추천 이유: 수려한 도트 그래픽과 전략 전투가 결합된 독립 RPG입니다."
요즘 도트 겜 중에 전투 시스템 좀 전략적인 거 있음?,"Arco은(는) PC, 콘솔 플랫폼에서 플레이할 수 있는 픽셀 아트 턴제 전술 RPG 장르의 게임으로, 2026년에 출시되었습니다. 평점은 출시 예정이며, 리뷰에서는 ""Tactical combat with gorgeous visuals."" 라고 평가받았습니다. 추천 이유: 수려한 도트 그래픽과 전략 전투가 결합된 독립 RPG입니다."
인디 RPG 중에 비주얼 진짜 잘 뽑은 턴제겜 뭐 있냐,"Arco은(는) PC, 콘솔 플랫폼에서 플레이할 수 있는 픽셀 아트 턴제 전술 RPG 장르의 게임으로, 2027년에 출시되었습니다. 평점은 출시 예정이며, 리뷰에서는 ""Tactical combat with gorgeous visuals."" 라고 평가받았습니다. 추천 이유: 수려한 도트 그래픽과 전략 전투가 결합된 독립 RPG입니다."
수려한 도트에 턴제 붙인 전술겜이라던데 그거 이름 뭐였더라,"Arco은(는) PC, 콘솔 플랫폼에서 플레이할 수 있는 픽셀 아트 턴제 전술 RPG 장르의 게임으로, 2028년에 출시되었습니다. 평점은 출시 예정이며, 리뷰에서는 ""Tactical combat with gorgeous visuals."" 라고 평가받았습니다. 추천 이유: 수려한 도트 그래픽과 전략 전투가 결합된 독립 RPG입니다."
도덕 선택에 따라 결말 싹 바뀌는 게임 뭐 있었지,"Ashwalkers은(는) PC, Switch에서 플레이할 수 있는 서사 중심 생존 시뮬레이션 게임입니다. 2021년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '도덕적 선택과 결과 중심의 서사 구조가 인상적'이라고 평가받았습니다. 추천 이유: 회색 톤의 세계에서 선택이 모든 것을 바꾸는 독특한 체험을 제공합니다."
서바이벌인데 스토리 쪽으로 무겁게 가는 거 있음?,"Ashwalkers은(는) PC, Switch에서 플레이할 수 있는 서사 중심 생존 시뮬레이션 게임입니다. 2022년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '도덕적 선택과 결과 중심의 서사 구조가 인상적'이라고 평가받았습니다. 추천 이유: 회색 톤의 세계에서 선택이 모든 것을 바꾸는 독특한 체험을 제공합니다."
회색톤으로 계속 우울하게 가는 분위기 겜 뭐 없냐,"Ashwalkers은(는) PC, Switch에서 플레이할 수 있는 서사 중심 생존 시뮬레이션 게임입니다. 2023년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '도덕적 선택과 결과 중심의 서사 구조가 인상적'이라고 평가받았습니다. 추천 이유: 회색 톤의 세계에서 선택이 모든 것을 바꾸는 독특한 체험을 제공합니다."
결정 내릴 때마다 후폭풍 오는 겜 좀 추천해줘,"Ashwalkers은(는) PC, Switch에서 플레이할 수 있는 서사 중심 생존 시뮬레이션 게임입니다. 2024년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '도덕적 선택과 결과 중심의 서사 구조가 인상적'이라고 평가받았습니다. 추천 이유: 회색 톤의 세계에서 선택이 모든 것을 바꾸는 독특한 체험을 제공합니다."
인디겜 중에 서사 진득하고 생존 요소 있는 거 뭐 있냐,"Ashwalkers은(는) PC, Switch에서 플레이할 수 있는 서사 중심 생존 시뮬레이션 게임입니다. 2025년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '도덕적 선택과 결과 중심의 서사 구조가 인상적'이라고 평가받았습니다. 추천 이유: 회색 톤의 세계에서 선택이 모든 것을 바꾸는 독특한 체험을 제공합니다."
카드겜 질린 사람한테 괜찮은 로그라이크 뭐 있을까,"Astrea: Six-Sided Oracles는 PC에서 플레이할 수 있는 주사위 기반 로그라이크 게임입니다. 2023년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '전략적인 선택과 운의 균형이 뛰어나다'고 평가받았습니다. 추천 이유: 카드 게임에 지루함을 느낀 사람에게 신선한 대안이 될 수 있는 주사위 기반 전투입니다."
주사위 굴려서 싸우는 겜인데 전략성 쩌는 거 뭐였더라,"Astrea: Six-Sided Oracles는 PC에서 플레이할 수 있는 주사위 기반 로그라이크 게임입니다. 2024년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '전략적인 선택과 운의 균형이 뛰어나다'고 평가받았습니다. 추천 이유: 카드 게임에 지루함을 느낀 사람에게 신선한 대안이 될 수 있는 주사위 기반 전투입니다."
운빨이랑 전략 같이 타는 전투 시스템 있는 겜 없냐,"Astrea: Six-Sided Oracles는 PC에서 플레이할 수 있는 주사위 기반 로그라이크 게임입니다. 2025년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '전략적인 선택과 운의 균형이 뛰어나다'고 평가받았습니다. 추천 이유: 카드 게임에 지루함을 느낀 사람에게 신선한 대안이 될 수 있는 주사위 기반 전투입니다."
PC로 할 수 있는 턴제 로그라이크 중에 주사위 기반인 거 있음?,"Astrea: Six-Sided Oracles는 PC에서 플레이할 수 있는 주사위 기반 로그라이크 게임입니다. 2026년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '전략적인 선택과 운의 균형이 뛰어나다'고 평가받았습니다. 추천 이유: 카드 게임에 지루함을 느낀 사람에게 신선한 대안이 될 수 있는 주사위 기반 전투입니다."
카드 대신 주사위 쓰는 로그라이크 중에 평 좋은 거 추천 좀,"Astrea: Six-Sided Oracles는 PC에서 플레이할 수 있는 주사위 기반 로그라이크 게임입니다. 2027년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '전략적인 선택과 운의 균형이 뛰어나다'고 평가받았습니다. 추천 이유: 카드 게임에 지루함을 느낀 사람에게 신선한 대안이 될 수 있는 주사위 기반 전투입니다."
조작감 미친 플랫포머 겜 뭐 있냐? PS5로 할 수 있는 거,"Astro Bot은(는) PS5에서 플레이할 수 있는 플랫폼 어드벤처 게임입니다. 2024년에 출시되었으며, 메타크리틱 94점을 기록했습니다. 리뷰에서는 'PS5 최고의 플랫포머 중 하나'라고 평가받았습니다. 추천 이유: 유쾌한 레벨 디자인과 뛰어난 조작감을 제공합니다."
레벨 디자인 재밌는 플랫포머 찾는 중인데 요즘 뭐가 핫함?,"Astro Bot은(는) PS5에서 플레이할 수 있는 플랫폼 어드벤처 게임입니다. 2024년에 출시되었으며, 메타크리틱 94점을 기록했습니다. 리뷰에서는 'PS6 최고의 플랫포머 중 하나'라고 평가받았습니다. 추천 이유: 유쾌한 레벨 디자인과 뛰어난 조작감을 제공합니다."
플랫포머인데 손맛 살아있는 거 있음? 감성 말고 손맛,"Astro Bot은(는) PS5에서 플레이할 수 있는 플랫폼 어드벤처 게임입니다. 2024년에 출시되었으며, 메타크리틱 94점을 기록했습니다. 리뷰에서는 'PS7 최고의 플랫포머 중 하나'라고 평가받았습니다. 추천 이유: 유쾌한 레벨 디자인과 뛰어난 조작감을 제공합니다."
유쾌하게 달리면서 스테이지 깨는 겜 중에 평 좋은 거 뭐야,"Astro Bot은(는) PS5에서 플레이할 수 있는 플랫폼 어드벤처 게임입니다. 2024년에 출시되었으며, 메타크리틱 94점을 기록했습니다. 리뷰에서는 'PS8 최고의 플랫포머 중 하나'라고 평가받았습니다. 추천 이유: 유쾌한 레벨 디자인과 뛰어난 조작감을 제공합니다."
PS5 전용인데 진짜 완성도 높은 플랫폼 어드벤처 뭐 있지,"Astro Bot은(는) PS5에서 플레이할 수 있는 플랫폼 어드벤처 게임입니다. 2024년에 출시되었으며, 메타크리틱 94점을 기록했습니다. 리뷰에서는 'PS9 최고의 플랫포머 중 하나'라고 평가받았습니다. 추천 이유: 유쾌한 레벨 디자인과 뛰어난 조작감을 제공합니다."
규칙 바꾸면서 푸는 퍼즐겜 뭐더라? 말장난 같은 거,"Baba Is You은(는) PC, Switch 플랫폼에서 플레이할 수 있는 퍼즐 장르의 게임으로, 2019년에 출시되었습니다. 평점은 Metacritic 87이며, 리뷰에서는 ""Inventive logic puzzles that change the rules of the game."" 라고 평가받았습니다. 추천 이유: 단어 조합으로 규칙을 바꾸는 독창적인 퍼즐 게임입니다."
단어로 게임 규칙 바꾸는 퍼즐 있다던데 그거 맞음?,"Baba Is You은(는) PC, Switch 플랫폼에서 플레이할 수 있는 퍼즐 장르의 게임으로, 2019년에 출시되었습니다. 평점은 Metacritic 89이며, 리뷰에서는 ""Inventive logic puzzles that change the rules of the game."" 라고 평가받았습니다. 추천 이유: 단어 조합으로 규칙을 바꾸는 독창적인 퍼즐 게임입니다."
존나 신박한 퍼즐겜 하고 싶은데 요즘 할만한 거 있냐,"Baba Is You은(는) PC, Switch 플랫폼에서 플레이할 수 있는 퍼즐 장르의 게임으로, 2019년에 출시되었습니다. 평점은 Metacritic 90이며, 리뷰에서는 ""Inventive logic puzzles that change the rules of the game."" 라고 평가받았습니다. 추천 이유: 단어 조합으로 규칙을 바꾸는 독창적인 퍼즐 게임입니다."
룰 자체를 조작하는 퍼즐겜 있음? 개기발한 거로,"Baba Is You은(는) PC, Switch 플랫폼에서 플레이할 수 있는 퍼즐 장르의 게임으로, 2019년에 출시되었습니다. 평점은 Metacritic 91이며, 리뷰에서는 ""Inventive logic puzzles that change the rules of the game."" 라고 평가받았습니다. 추천 이유: 단어 조합으로 규칙을 바꾸는 독창적인 퍼즐 게임입니다."
요즘 카드겜 중에 중독성 미친 거 뭐 있냐?,"Balatro은(는) PC, PS5, Xbox, Switch 플랫폼에서 플레이할 수 있는 카드 기반 로그라이크 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 92이며, 리뷰에서는 ""Deceptively deep, highly addictive card gameplay."" 라고 평가받았습니다. 추천 이유: 포커 규칙에 기반한 중독성 있는 덱빌딩 로그라이크입니다."
덱 짜는 재미 쩌는 로그라이크 게임 추천 좀,"Balatro은(는) PC, PS5, Xbox, Switch 플랫폼에서 플레이할 수 있는 카드 기반 로그라이크 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 93이며, 리뷰에서는 ""Deceptively deep, highly addictive card gameplay."" 라고 평가받았습니다. 추천 이유: 포커 규칙에 기반한 중독성 있는 덱빌딩 로그라이크입니다."
포커 베이스로 된 카드 로그라이크 있다던데 그거 맞음?,"Balatro은(는) PC, PS5, Xbox, Switch 플랫폼에서 플레이할 수 있는 카드 기반 로그라이크 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 94이며, 리뷰에서는 ""Deceptively deep, highly addictive card gameplay."" 라고 평가받았습니다. 추천 이유: 포커 규칙에 기반한 중독성 있는 덱빌딩 로그라이크입니다."
카드겜인데 한판만 하려다 밤샌다는 그거 뭐였지,"Balatro은(는) PC, PS5, Xbox, Switch 플랫폼에서 플레이할 수 있는 카드 기반 로그라이크 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 95이며, 리뷰에서는 ""Deceptively deep, highly addictive card gameplay."" 라고 평가받았습니다. 추천 이유: 포커 규칙에 기반한 중독성 있는 덱빌딩 로그라이크입니다."
캐릭터 커스터마이징 디테일한 RPG 뭐 있냐?,"Baldur's Gate 3은(는) PC에서 플레이할 수 있는 턴제 전략 RPG입니다. 2023년에 출시되었으며, 평점은 Metacritic 91점을 기록했습니다. 리뷰에서는 ""깊이 있는 스토리와 캐릭터 커스터마이징이 뛰어나다""고 평가받았습니다. 추천 이유: 고전 RPG의 향수를 불러일으키면서도 현대적인 게임플레이를 제공합니다."
스토리 몰입감 장난 아니고 선택지 많아서 갈등 터지는 겜 있음?,"Baldur's Gate 3은(는) PC에서 플레이할 수 있는 턴제 전략 RPG입니다. 2023년에 출시되었으며, 평점은 Metacritic 92점을 기록했습니다. 리뷰에서는 ""깊이 있는 스토리와 캐릭터 커스터마이징이 뛰어나다""고 평가받았습니다. 추천 이유: 고전 RPG의 향수를 불러일으키면서도 현대적인 게임플레이를 제공합니다."
고전 RPG 감성인데 턴제로 잘 만든 겜 뭐더라,"Baldur's Gate 3은(는) PC에서 플레이할 수 있는 턴제 전략 RPG입니다. 2023년에 출시되었으며, 평점은 Metacritic 93점을 기록했습니다. 리뷰에서는 ""깊이 있는 스토리와 캐릭터 커스터마이징이 뛰어나다""고 평가받았습니다. 추천 이유: 고전 RPG의 향수를 불러일으키면서도 현대적인 게임플레이를 제공합니다."
요즘 RPG 중에 자유도 높은 거 뭐 있음? 파티 짜는 맛도 있어야 됨,"Baldur's Gate 3은(는) PC에서 플레이할 수 있는 턴제 전략 RPG입니다. 2023년에 출시되었으며, 평점은 Metacritic 94점을 기록했습니다. 리뷰에서는 ""깊이 있는 스토리와 캐릭터 커스터마이징이 뛰어나다""고 평가받았습니다. 추천 이유: 고전 RPG의 향수를 불러일으키면서도 현대적인 게임플레이를 제공합니다."
Baldur's Gate 3 이거 진짜 갓겜임? 왜 다들 난리냐,"Baldur's Gate 3은(는) PC에서 플레이할 수 있는 턴제 전략 RPG입니다. 2023년에 출시되었으며, 평점은 Metacritic 95점을 기록했습니다. 리뷰에서는 ""깊이 있는 스토리와 캐릭터 커스터마이징이 뛰어나다""고 평가받았습니다. 추천 이유: 고전 RPG의 향수를 불러일으키면서도 현대적인 게임플레이를 제공합니다."
